airline,origin,destination,departure_hour,distance,day,delay
Dana Air,LOK,LOS,13,1365,2,1
Green Africa,LOS,YOLA,15,229,21,0
Green Africa,ABV,BEN,20,1098,24,1
United Nigeria,ABV,ILR,14,329,16,0
Azman Air,KAN,ILR,18,1293,25,1
Arik Air,PHC,JOS,21,318,13,0
Green Africa,LOS,LOK,10,526,5,0
Green Africa,ILR,JOS,10,407,20,0
Azman Air,LOS,PHC,22,290,11,0
Arik Air,ILR,YOLA,4,319,5,0
Aero Contractors,LOK,BAK,7,1181,22,1
Green Africa,ABV,LOK,5,406,28,0
Max Air,ABV,YOLA,15,605,22,0
Azman Air,BEN,KAN,5,746,28,0
Dana Air,KAN,ABV,12,323,1,0
Overland Airways,BAK,ILR,6,311,6,0
Overland Airways,BAK,LOK,7,1209,11,0
Arik Air,PHC,LOK,11,1430,10,0
Air Peace,BAK,BEN,22,813,16,1
Overland Airways,KAN,YOLA,8,1144,13,1
Overland Airways,BEN,KAN,16,346,27,0
Overland Airways,BEN,KAN,12,331,16,0
Air Peace,BEN,KAN,15,931,15,1
Green Africa,BAK,LOK,0,1049,7,1
United Nigeria,LOS,LOK,6,303,14,0
Aero Contractors,YOLA,LOK,12,752,30,0
Overland Airways,ABV,LOK,13,767,24,1
Overland Airways,LOK,ABV,20,961,11,0
Max Air,KAN,BEN,16,1465,27,0
Aero Contractors,BEN,BAK,15,1126,13,1
Air Peace,BEN,ABV,14,861,5,0
Azman Air,ABV,YOLA,1,1047,3,0
Overland Airways,BEN,PHC,11,1095,12,0
United Nigeria,PHC,YOLA,2,1372,7,0
Azman Air,KAN,BEN,8,368,26,0
Aero Contractors,ABV,KAN,5,756,20,1
Azman Air,KAN,BAK,5,1184,15,1
Azman Air,PHC,LOK,2,306,10,0
Dana Air,LOS,ILR,14,1488,15,0
Overland Airways,YOLA,ILR,21,857,2,1
Ibom Air,PHC,YOLA,5,230,25,0
Dana Air,KAN,LOK,10,446,17,1
Azman Air,LOS,PHC,2,1125,25,1
Arik Air,JOS,BEN,15,223,31,1
Dana Air,LOS,LOK,5,697,10,0
Aero Contractors,BEN,LOS,10,1053,5,0
Ibom Air,YOLA,LOS,7,503,28,0
Azman Air,ABV,BEN,22,515,6,0
Air Peace,LOK,ILR,9,477,6,1
Green Africa,KAN,BEN,2,988,25,1
Max Air,KAN,JOS,13,555,14,1
Green Africa,BEN,JOS,18,1426,13,0
Max Air,LOS,ABV,20,449,13,1
Max Air,LOS,LOK,20,302,25,0
Arik Air,LOK,BAK,8,234,27,1
United Nigeria,ILR,BEN,12,731,10,0
Aero Contractors,LOS,ILR,8,758,16,0
Air Peace,ABV,PHC,20,1491,7,1
Dana Air,YOLA,LOS,11,1276,3,1
Azman Air,YOLA,KAN,13,984,15,1
Ibom Air,ABV,LOK,4,217,23,0
Aero Contractors,ILR,LOS,5,1327,5,1
Green Africa,KAN,ABV,12,351,25,0
Arik Air,LOK,BEN,12,1215,8,1
Green Africa,YOLA,ILR,23,1072,26,1
United Nigeria,PHC,LOS,5,1307,28,1
Ibom Air,JOS,KAN,13,1374,22,0
Arik Air,LOK,PHC,10,748,5,0
Green Africa,ILR,BEN,12,578,26,0
United Nigeria,PHC,BEN,11,657,2,1
Azman Air,LOS,BAK,15,552,27,0
Green Africa,LOS,BEN,8,407,19,0
Aero Contractors,BEN,ILR,16,659,11,0
Ibom Air,BAK,BEN,19,729,11,0
Overland Airways,ABV,BAK,15,684,3,0
Aero Contractors,PHC,ABV,11,321,13,1
Azman Air,JOS,LOK,17,993,20,0
Ibom Air,BAK,YOLA,8,1343,19,0
United Nigeria,BEN,LOK,2,450,23,0
Arik Air,KAN,JOS,9,246,29,0
Max Air,BEN,BAK,10,1095,15,0
Green Africa,BAK,BEN,1,444,6,1
Air Peace,YOLA,ABV,7,923,13,1
Dana Air,ILR,LOK,10,962,18,0
United Nigeria,LOS,JOS,17,803,18,0
Overland Airways,KAN,LOK,19,489,1,0
Max Air,ILR,BAK,6,801,21,0
Dana Air,BEN,LOK,13,1195,23,1
Overland Airways,JOS,ILR,6,1420,25,0
Air Peace,LOS,JOS,0,895,21,1
Azman Air,KAN,ABV,11,809,27,1
Aero Contractors,ILR,ABV,0,505,11,1
Green Africa,LOS,LOK,2,735,16,0
Arik Air,LOS,BAK,1,1443,1,1
Overland Airways,KAN,BAK,2,956,19,0
Ibom Air,LOK,LOS,13,553,19,1
Azman Air,PHC,ILR,22,934,23,0
Ibom Air,LOS,PHC,17,434,16,0
Max Air,BAK,LOS,22,505,26,1
Ibom Air,ABV,YOLA,4,1333,3,0
Overland Airways,BAK,KAN,14,513,2,0
United Nigeria,KAN,LOS,15,1147,12,0
Ibom Air,LOS,KAN,7,1236,29,0
Aero Contractors,LOS,JOS,23,1026,10,1
Air Peace,JOS,LOK,20,366,30,0
Arik Air,LOK,LOS,7,252,22,0
Overland Airways,JOS,BAK,6,1409,2,1
Dana Air,KAN,ILR,5,475,26,0
Azman Air,PHC,ABV,22,551,21,0
Overland Airways,JOS,PHC,18,209,5,0
United Nigeria,KAN,LOK,21,609,5,1
Aero Contractors,KAN,PHC,0,1028,3,1
Max Air,YOLA,BEN,12,829,10,0
Azman Air,LOK,PHC,6,1051,5,0
Ibom Air,LOK,PHC,0,627,24,1
Overland Airways,KAN,BEN,9,687,20,0
Air Peace,JOS,BEN,12,1335,30,1
Max Air,LOK,ILR,3,783,5,0
Green Africa,ABV,LOS,6,855,31,1
Aero Contractors,JOS,LOS,5,815,15,1
Overland Airways,KAN,ABV,22,710,18,1
Ibom Air,KAN,ILR,8,225,26,1
Arik Air,KAN,ILR,6,302,23,1
Aero Contractors,LOK,BEN,8,1428,7,0
Azman Air,LOK,KAN,22,610,11,0
United Nigeria,BEN,LOK,5,944,14,1
Ibom Air,BAK,JOS,13,1354,17,0
United Nigeria,LOK,ABV,15,401,30,1
United Nigeria,LOK,BEN,8,499,17,1
Dana Air,YOLA,BAK,22,345,17,0
Overland Airways,LOK,JOS,14,969,27,0
Arik Air,LOK,PHC,18,661,20,0
Arik Air,BAK,LOK,9,1115,24,0
United Nigeria,ABV,PHC,15,1023,10,1
Azman Air,BAK,YOLA,2,703,24,0
United Nigeria,BAK,YOLA,12,398,12,1
Arik Air,LOK,YOLA,13,628,27,0
United Nigeria,BAK,JOS,6,502,15,1
Dana Air,LOK,BEN,1,1103,9,0
Overland Airways,LOK,LOS,13,697,18,0
United Nigeria,BEN,JOS,22,1100,16,0
Arik Air,LOS,ILR,22,990,29,0
Ibom Air,ABV,LOS,16,304,7,0
Overland Airways,ILR,BEN,12,209,28,1
Dana Air,JOS,YOLA,1,1250,14,0
United Nigeria,JOS,KAN,4,810,4,0
Ibom Air,BAK,ABV,3,968,3,1
United Nigeria,LOS,BEN,2,526,12,1
Azman Air,YOLA,KAN,13,1082,16,0
Arik Air,ILR,LOK,10,1106,4,0
Max Air,JOS,YOLA,7,937,4,0
Air Peace,KAN,ILR,8,1339,9,0
Azman Air,PHC,KAN,15,1123,24,0
Ibom Air,YOLA,BEN,2,370,14,0
Azman Air,ILR,PHC,9,411,12,0
United Nigeria,BAK,LOK,8,388,14,0
United Nigeria,KAN,LOK,15,1132,12,0
Air Peace,ABV,JOS,8,586,12,0
Air Peace,JOS,LOK,11,976,2,0
Green Africa,JOS,PHC,0,1211,19,0
Arik Air,YOLA,PHC,15,925,13,0
Aero Contractors,JOS,ABV,7,1353,10,0
Max Air,ILR,LOS,13,222,23,1
Max Air,LOS,BEN,13,1402,21,0
Dana Air,ILR,KAN,9,600,1,1
Dana Air,JOS,PHC,8,528,8,0
Dana Air,JOS,YOLA,18,670,6,0
Green Africa,KAN,ABV,21,611,20,0
Green Africa,JOS,BAK,15,953,3,0
Azman Air,ABV,LOK,10,444,25,0
Overland Airways,BEN,PHC,20,1137,25,0
Overland Airways,BAK,LOS,10,1025,12,0
Arik Air,KAN,ILR,13,1283,20,0
Max Air,PHC,BEN,6,338,16,0
Air Peace,LOS,ABV,11,556,11,0
Arik Air,BEN,JOS,19,411,24,1
Green Africa,JOS,BAK,22,685,8,0
United Nigeria,ILR,KAN,4,377,7,0
Azman Air,LOK,BAK,0,712,16,1
Ibom Air,LOS,LOK,10,312,30,0
Green Africa,LOS,BEN,14,482,12,1
Overland Airways,LOS,PHC,9,1339,6,0
Green Africa,ABV,BAK,14,743,23,0
Azman Air,LOS,JOS,12,240,6,0
Air Peace,KAN,ABV,14,1131,11,0
Dana Air,BAK,LOS,1,1390,12,1
United Nigeria,ILR,BEN,21,1054,16,0
Overland Airways,KAN,BAK,11,1125,16,0
Air Peace,LOK,YOLA,11,1354,16,0
Max Air,LOS,JOS,12,333,12,0
Overland Airways,KAN,ABV,1,718,5,1
Max Air,LOS,PHC,15,516,18,0
Aero Contractors,BAK,ABV,20,1271,16,1
Dana Air,ABV,BEN,1,1209,21,0
Azman Air,BEN,ILR,16,689,26,0
United Nigeria,JOS,PHC,15,623,1,0
Air Peace,PHC,ABV,3,586,27,1
Air Peace,ILR,ABV,10,1125,23,1
Ibom Air,LOK,ILR,12,439,5,0
Ibom Air,ILR,YOLA,5,457,19,0
Max Air,LOS,ABV,16,243,3,0
Air Peace,BEN,PHC,0,1391,1,1
Max Air,PHC,LOS,8,1414,23,0
Ibom Air,KAN,ABV,20,863,14,1
United Nigeria,KAN,ABV,17,1499,18,1
Overland Airways,LOK,ABV,10,1206,8,1
Azman Air,BAK,LOK,13,953,14,1
Green Africa,JOS,PHC,1,304,20,1
Max Air,BAK,KAN,19,1153,20,0
United Nigeria,BEN,ABV,10,1126,13,1
Azman Air,BAK,BEN,1,1153,27,0
Air Peace,LOK,ILR,3,894,21,1
Overland Airways,PHC,ILR,12,256,16,0
Azman Air,PHC,LOK,5,439,9,1
Aero Contractors,PHC,JOS,6,1180,31,1
Ibom Air,KAN,BEN,21,626,7,0
Azman Air,YOLA,BEN,19,816,3,0
Green Africa,BEN,PHC,2,776,20,1
United Nigeria,JOS,YOLA,3,1201,25,0
Overland Airways,BEN,LOS,20,339,1,1
Dana Air,BEN,PHC,19,261,24,0
Azman Air,BAK,ABV,2,351,8,1
Arik Air,ABV,LOK,0,329,14,0
Green Africa,BEN,ILR,18,630,13,0
Green Africa,LOK,KAN,20,1435,7,0
Arik Air,ABV,LOK,12,599,13,1
Aero Contractors,YOLA,JOS,13,873,22,0
Dana Air,LOK,BAK,21,740,7,1
Ibom Air,BEN,ABV,15,381,26,0
United Nigeria,ILR,LOK,3,1274,20,1
Overland Airways,KAN,PHC,16,725,20,0
United Nigeria,BAK,JOS,9,549,5,0
Dana Air,LOS,YOLA,6,1281,4,1
United Nigeria,JOS,PHC,12,618,4,1
Green Africa,LOK,PHC,21,839,6,1
United Nigeria,JOS,ILR,13,236,14,1
Max Air,ABV,PHC,5,693,3,0
Azman Air,PHC,LOS,15,558,3,0
Dana Air,ILR,ABV,8,1308,26,0
Aero Contractors,LOS,KAN,19,850,24,0
Max Air,JOS,ABV,15,738,3,0
Arik Air,JOS,KAN,20,543,30,0
Air Peace,LOK,KAN,20,944,4,0
Arik Air,BEN,KAN,11,370,22,0
Aero Contractors,KAN,LOS,15,1065,9,1
Aero Contractors,BAK,ILR,4,219,22,0
Azman Air,BAK,LOK,10,975,19,0
Dana Air,BAK,ABV,0,1196,16,0
Ibom Air,YOLA,PHC,9,1420,12,1
Green Africa,LOS,JOS,10,526,6,0
Max Air,BEN,LOK,14,775,20,1
Overland Airways,LOK,ILR,14,971,30,1
Aero Contractors,ILR,BEN,10,495,21,0
Azman Air,JOS,BEN,8,968,3,0
Azman Air,JOS,LOK,1,958,21,1
Aero Contractors,BEN,LOS,11,852,28,1
Azman Air,YOLA,PHC,19,1017,28,0
Aero Contractors,PHC,BAK,23,699,7,0
Aero Contractors,BEN,YOLA,15,1267,25,0
Dana Air,ABV,YOLA,20,1332,5,0
Green Africa,PHC,BAK,0,1321,9,1
Air Peace,KAN,LOS,15,1304,15,0
Dana Air,BEN,BAK,13,348,20,0
Ibom Air,BAK,ABV,10,1146,6,1
United Nigeria,ABV,YOLA,19,763,20,0
Max Air,BEN,PHC,16,262,5,0
Max Air,BEN,PHC,22,593,26,0
Arik Air,LOK,PHC,18,1478,17,0
Air Peace,LOS,KAN,1,258,10,0
Aero Contractors,KAN,ILR,13,719,28,0
Azman Air,BEN,KAN,7,1018,31,1
Air Peace,JOS,KAN,22,588,1,1
United Nigeria,JOS,KAN,21,787,30,0
Arik Air,LOS,LOK,5,1213,16,1
Air Peace,BAK,ABV,4,723,23,0
Dana Air,LOS,LOK,4,479,21,0
Ibom Air,LOS,PHC,17,1268,25,0
Azman Air,ABV,LOS,21,764,1,1
United Nigeria,ABV,ILR,13,1404,31,0
Aero Contractors,ILR,BEN,11,433,3,1
Azman Air,KAN,BAK,11,385,6,0
Green Africa,PHC,LOS,21,1004,17,0
United Nigeria,ABV,LOS,3,1137,28,1
Air Peace,YOLA,ILR,14,909,22,0
Azman Air,ILR,JOS,22,432,2,1
Overland Airways,BEN,YOLA,14,1391,26,0
Max Air,KAN,BAK,16,734,30,0
Max Air,BEN,YOLA,2,1453,5,1
Overland Airways,ILR,YOLA,9,1095,11,0
Arik Air,LOK,KAN,20,1171,10,0
Arik Air,JOS,BEN,21,846,15,1
Overland Airways,KAN,BAK,7,492,18,0
Green Africa,JOS,PHC,8,237,17,0
Ibom Air,YOLA,PHC,23,1455,14,1
Overland Airways,BEN,BAK,2,367,28,1
Azman Air,YOLA,BEN,10,344,30,0
Green Africa,PHC,JOS,12,954,28,1
Ibom Air,ILR,KAN,20,565,20,0
Max Air,LOK,PHC,6,352,2,1
Azman Air,KAN,ABV,1,1027,25,0
Max Air,LOK,PHC,0,621,12,0
Green Africa,BEN,LOK,19,518,27,0
Ibom Air,ABV,JOS,2,684,11,1
Dana Air,YOLA,BEN,3,282,19,0
Green Africa,LOK,LOS,16,1491,12,0
Green Africa,JOS,PHC,17,278,25,0
Dana Air,YOLA,KAN,16,350,4,0
Azman Air,JOS,BAK,18,955,10,0
Ibom Air,LOK,KAN,3,929,12,1
Ibom Air,ABV,LOS,16,214,7,0
Max Air,YOLA,BAK,21,300,23,0
Green Africa,YOLA,BAK,9,1258,8,0
United Nigeria,LOK,ABV,12,1156,11,1
Green Africa,PHC,ILR,10,482,6,0
Air Peace,BEN,KAN,20,836,25,1
United Nigeria,LOS,KAN,7,724,21,0
Air Peace,BAK,YOLA,19,364,27,0
Ibom Air,PHC,JOS,4,627,3,0
United Nigeria,JOS,BEN,1,1481,21,0
Green Africa,ILR,JOS,11,1133,20,0
Dana Air,ILR,LOS,1,642,19,0
Max Air,BAK,KAN,5,825,1,1
Air Peace,ABV,LOS,21,1343,24,0
United Nigeria,KAN,PHC,18,268,31,0
Green Africa,BEN,LOK,11,473,4,0
United Nigeria,PHC,LOS,12,759,28,1
Green Africa,LOS,BEN,16,1048,19,0
Green Africa,YOLA,LOS,11,769,28,0
Green Africa,BAK,YOLA,2,789,20,0
Aero Contractors,ABV,ILR,23,698,17,0
Max Air,ILR,PHC,7,403,28,0
Dana Air,LOS,YOLA,15,974,22,1
Dana Air,ILR,KAN,3,1332,19,0
United Nigeria,LOK,YOLA,23,1488,24,0
United Nigeria,BAK,ABV,12,587,27,1
Green Africa,ABV,KAN,7,615,14,0
Aero Contractors,YOLA,LOK,0,1100,31,0
Green Africa,JOS,YOLA,2,511,30,0
Aero Contractors,ABV,ILR,0,451,30,0
Green Africa,BEN,LOK,14,402,29,1
Air Peace,YOLA,LOS,17,309,10,0
Air Peace,PHC,YOLA,19,281,21,1
Ibom Air,ABV,PHC,2,968,9,1
Green Africa,YOLA,JOS,14,392,25,0
Max Air,PHC,LOS,21,338,16,0
Ibom Air,ABV,BAK,4,420,15,0
United Nigeria,LOS,ABV,20,1412,27,1
Azman Air,JOS,PHC,9,1060,16,0
Green Africa,LOS,PHC,6,539,18,0
Air Peace,BEN,LOK,22,677,21,1
Azman Air,YOLA,JOS,7,1158,23,0
Aero Contractors,PHC,ILR,2,1420,23,0
Max Air,ABV,JOS,16,397,3,0
Green Africa,LOK,YOLA,15,1483,7,0
Azman Air,BEN,LOS,12,1015,20,0
Dana Air,LOK,PHC,3,1360,11,1
Aero Contractors,PHC,ILR,2,374,23,0
Ibom Air,KAN,LOK,10,688,24,0
Dana Air,LOS,ABV,1,515,3,0
Ibom Air,PHC,LOS,17,1019,18,1
Air Peace,ILR,ABV,3,579,25,1
Green Africa,BAK,PHC,16,641,28,0
Azman Air,BEN,YOLA,5,1064,12,0
Air Peace,JOS,ILR,9,332,23,1
Air Peace,ABV,JOS,10,1180,17,0
Overland Airways,PHC,BAK,4,1250,26,0
Arik Air,LOK,ILR,17,1136,26,0
Max Air,BAK,JOS,9,1480,9,0
Ibom Air,KAN,LOK,8,855,5,0
Overland Airways,ILR,YOLA,15,435,18,1
Arik Air,LOK,JOS,9,1188,23,0
Max Air,LOS,YOLA,9,1014,9,0
Ibom Air,KAN,ABV,3,1118,13,0
Green Africa,BAK,ILR,20,1494,3,0
Max Air,YOLA,ILR,23,638,4,0
Azman Air,YOLA,PHC,13,787,25,0
Air Peace,BAK,ILR,7,1440,31,0
Arik Air,YOLA,ABV,0,810,18,0
Arik Air,BEN,PHC,15,429,20,0
Arik Air,PHC,YOLA,16,539,21,1
Ibom Air,ABV,KAN,9,363,15,0
Azman Air,PHC,JOS,5,315,20,1
Max Air,ILR,LOS,6,270,23,0
Air Peace,PHC,YOLA,17,1049,6,0
Azman Air,PHC,ABV,1,1276,9,1
Overland Airways,LOS,YOLA,20,541,11,0
Green Africa,ABV,LOS,8,1134,29,0
Dana Air,PHC,ABV,4,787,31,0
Azman Air,ABV,ILR,7,978,29,0
Overland Airways,JOS,YOLA,23,531,13,0
Air Peace,YOLA,JOS,4,1302,4,1
Dana Air,LOS,ILR,14,306,15,0
Azman Air,YOLA,ILR,7,281,25,0
Arik Air,ABV,KAN,4,1425,17,1
United Nigeria,YOLA,LOK,4,591,12,0
Air Peace,PHC,BEN,19,429,6,0
Air Peace,PHC,KAN,8,979,25,1
United Nigeria,ILR,BAK,1,851,17,0
Green Africa,PHC,LOS,0,671,11,0
United Nigeria,LOK,KAN,21,791,12,1
Aero Contractors,KAN,BAK,20,273,28,0
Azman Air,JOS,PHC,10,853,13,0
Azman Air,ABV,ILR,14,661,1,0
Overland Airways,JOS,BEN,0,1373,18,0
Arik Air,ILR,KAN,6,514,22,1
Aero Contractors,YOLA,BEN,18,839,11,0
United Nigeria,BAK,PHC,23,473,31,0
Azman Air,LOS,ABV,14,681,30,0
Ibom Air,LOK,JOS,5,281,22,0
United Nigeria,LOS,ABV,19,1455,18,1
United Nigeria,LOK,JOS,9,230,29,1
Aero Contractors,ABV,BEN,11,945,10,1
Air Peace,ABV,BEN,14,1195,23,0
Aero Contractors,PHC,LOS,18,241,22,0
Air Peace,PHC,ABV,16,450,2,0
Azman Air,LOS,YOLA,12,586,5,0
Aero Contractors,BEN,PHC,1,1195,10,0
Air Peace,BEN,JOS,17,465,15,1
Overland Airways,BAK,BEN,10,221,29,0
Aero Contractors,BEN,PHC,4,275,14,1
Azman Air,ILR,BAK,3,879,6,0
Aero Contractors,YOLA,LOK,1,1090,14,1
Azman Air,YOLA,JOS,15,1064,24,0
Aero Contractors,PHC,KAN,6,439,25,1
Air Peace,BEN,ILR,7,250,21,0
Green Africa,BAK,YOLA,7,1159,14,1
Max Air,LOK,LOS,1,675,12,1
Air Peace,PHC,BEN,14,1063,23,1
Arik Air,ABV,BEN,4,1093,4,0
Dana Air,BEN,LOK,18,724,26,0
Green Africa,PHC,LOK,9,356,12,0
Overland Airways,BEN,YOLA,8,398,21,0
United Nigeria,ILR,JOS,21,1223,17,1
Air Peace,BAK,ABV,19,865,29,0
Aero Contractors,LOS,LOK,7,935,19,0
Air Peace,KAN,BAK,4,1341,16,0
Ibom Air,BAK,LOK,18,274,18,0
Green Africa,BEN,KAN,12,1151,6,0
Max Air,ABV,BAK,13,924,9,0
Ibom Air,LOS,KAN,15,566,19,0
Azman Air,JOS,KAN,21,955,12,1
Ibom Air,ABV,YOLA,4,1401,11,0
Air Peace,PHC,LOK,0,307,28,1
Overland Airways,ABV,PHC,18,888,16,1
Air Peace,KAN,BAK,22,292,2,0
Overland Airways,BEN,ILR,23,380,6,0
United Nigeria,BAK,LOS,22,870,26,0
Green Africa,LOS,JOS,20,295,22,1
Green Africa,KAN,ABV,9,431,5,0
Green Africa,KAN,PHC,21,1103,13,1
Aero Contractors,LOK,ABV,15,406,23,1
Arik Air,YOLA,KAN,2,510,27,1
Green Africa,ILR,BAK,11,302,31,1
Green Africa,ABV,ILR,13,358,1,1
Air Peace,BAK,YOLA,19,577,10,1
United Nigeria,JOS,KAN,0,1447,26,1
Dana Air,JOS,ABV,6,913,18,0
Ibom Air,KAN,ILR,22,866,3,1
Green Africa,YOLA,KAN,21,375,5,1
Ibom Air,YOLA,ILR,3,1333,14,0
Overland Airways,BEN,ABV,15,934,27,0
Dana Air,LOS,LOK,10,378,15,0
Max Air,PHC,BEN,17,937,12,0
United Nigeria,LOK,JOS,22,652,4,1
Max Air,ABV,KAN,6,782,16,0
Max Air,PHC,KAN,20,691,11,1
Arik Air,KAN,JOS,2,1156,4,0
Aero Contractors,BEN,PHC,4,302,6,0
United Nigeria,PHC,LOK,17,240,25,1
Air Peace,BEN,JOS,16,634,16,0
Green Africa,JOS,BAK,15,1145,13,1
Max Air,ABV,KAN,14,901,8,0
Overland Airways,YOLA,ILR,12,1302,12,1
Arik Air,KAN,BAK,6,636,21,0
Ibom Air,ILR,KAN,2,907,26,0
Dana Air,BAK,JOS,23,1420,6,1
Arik Air,ABV,YOLA,22,1254,3,0
Dana Air,JOS,BEN,12,229,15,1
United Nigeria,LOS,KAN,15,1336,8,1
Max Air,YOLA,BEN,22,1185,30,0
Overland Airways,BAK,LOS,0,883,2,0
Green Africa,LOS,LOK,0,589,16,0
Dana Air,ABV,JOS,15,475,13,0
Ibom Air,PHC,ILR,1,1443,1,0
Aero Contractors,ILR,PHC,17,1499,11,1
United Nigeria,BEN,ILR,20,211,28,1
United Nigeria,BAK,BEN,17,209,8,0
Air Peace,ABV,BAK,4,460,2,0
Ibom Air,BAK,YOLA,4,519,13,0
Aero Contractors,BEN,LOS,7,385,29,0
Overland Airways,BEN,ILR,8,428,21,1
Max Air,LOS,ILR,23,869,2,0
Arik Air,PHC,YOLA,13,984,27,1
Green Africa,BEN,JOS,12,1034,4,1
Max Air,ILR,KAN,17,220,25,0
Max Air,BAK,BEN,3,215,2,1
United Nigeria,LOS,BEN,17,679,13,1
Overland Airways,JOS,LOK,21,205,4,1
United Nigeria,LOS,LOK,19,497,29,0
Azman Air,ILR,LOK,14,1111,26,0
Dana Air,YOLA,BEN,6,1140,21,0
Green Africa,LOS,KAN,12,458,26,0
Arik Air,BEN,LOS,8,1263,29,0
Azman Air,LOK,LOS,4,475,26,1
Ibom Air,LOK,YOLA,0,943,21,0
Arik Air,LOK,ABV,18,718,12,0
Arik Air,YOLA,PHC,19,1026,12,0
Air Peace,JOS,KAN,18,804,5,0
Green Africa,ILR,ABV,21,1148,29,0
United Nigeria,ABV,BAK,12,679,10,1
Dana Air,ABV,BAK,9,1198,2,1
Arik Air,YOLA,LOS,10,1273,8,1
Dana Air,ABV,PHC,22,976,27,0
Dana Air,BAK,ABV,15,244,5,1
Ibom Air,YOLA,ILR,22,1029,22,0
Green Africa,ABV,JOS,0,1494,8,0
Green Africa,LOS,PHC,18,474,24,0
Aero Contractors,LOK,BEN,4,1258,13,0
Green Africa,KAN,YOLA,5,343,13,1
Dana Air,YOLA,BEN,4,1034,26,1
United Nigeria,BEN,ABV,5,956,31,1
Dana Air,KAN,BAK,12,392,23,0
United Nigeria,ILR,JOS,0,746,15,0
United Nigeria,YOLA,PHC,13,377,24,0
Green Africa,ABV,LOS,7,981,26,1
Ibom Air,YOLA,BEN,8,517,11,0
United Nigeria,LOK,ABV,22,350,23,0
Dana Air,JOS,ABV,9,810,10,0
Overland Airways,JOS,ILR,5,740,6,0
Green Africa,ILR,BAK,8,349,5,0
Overland Airways,BAK,LOK,17,1431,5,0
Azman Air,PHC,YOLA,14,461,31,1
Azman Air,BAK,LOS,3,612,8,0
Dana Air,LOK,BAK,1,1312,1,1
Azman Air,LOK,ABV,5,1481,2,1
Max Air,LOS,LOK,16,691,17,1
Aero Contractors,JOS,PHC,6,1319,29,0
Green Africa,KAN,ABV,22,1200,26,1
Overland Airways,BEN,YOLA,22,236,7,1
Dana Air,YOLA,JOS,19,680,29,0
Max Air,PHC,JOS,14,379,25,1
Dana Air,BEN,ABV,23,781,23,0
Max Air,BAK,YOLA,20,1178,9,1
Azman Air,LOS,LOK,20,553,7,0
United Nigeria,PHC,KAN,11,1166,28,1
Air Peace,PHC,ABV,9,563,10,0
Dana Air,LOS,BAK,16,268,16,0
United Nigeria,LOK,PHC,17,507,10,0
Green Africa,LOS,ILR,15,622,7,0
United Nigeria,LOK,BAK,9,713,26,1
Arik Air,KAN,JOS,7,418,26,0
Arik Air,LOK,BEN,21,1456,2,0
Overland Airways,ILR,LOK,7,694,18,0
Green Africa,BAK,LOS,11,776,1,0
United Nigeria,YOLA,BEN,16,1083,17,0
Overland Airways,LOS,JOS,15,1372,17,0
Max Air,YOLA,LOK,8,1094,22,1
Max Air,LOS,ABV,18,778,5,1
Green Africa,KAN,JOS,16,549,16,1
Aero Contractors,JOS,ABV,23,314,7,1
Azman Air,BEN,BAK,7,827,15,1
United Nigeria,BEN,LOS,11,436,19,1
Dana Air,BAK,PHC,8,246,21,0
Ibom Air,JOS,PHC,5,473,2,0
Ibom Air,JOS,YOLA,9,312,27,0
Ibom Air,LOS,PHC,8,744,16,0
Overland Airways,BEN,LOK,3,598,25,1
Aero Contractors,BEN,JOS,10,991,9,0
Aero Contractors,JOS,PHC,20,515,20,1
United Nigeria,LOS,ILR,21,1385,18,0
United Nigeria,LOK,LOS,5,1313,10,0
Aero Contractors,LOK,PHC,17,250,24,0
Green Africa,ILR,PHC,3,343,20,0
United Nigeria,ABV,LOK,11,727,21,1
Green Africa,PHC,BEN,8,1356,4,1
Max Air,LOS,ABV,22,1393,2,1
United Nigeria,BAK,PHC,5,1018,14,0
Aero Contractors,PHC,LOK,10,948,22,0
Max Air,PHC,BAK,6,611,1,0
Max Air,PHC,LOK,13,583,28,1
Air Peace,JOS,ABV,15,1074,8,0
Aero Contractors,ILR,LOK,14,1096,11,1
Azman Air,BAK,YOLA,19,907,1,1
Aero Contractors,ABV,BAK,8,1408,5,0
United Nigeria,BAK,KAN,18,413,25,0
Dana Air,BAK,BEN,11,1317,13,1
Arik Air,LOS,JOS,10,769,17,0
Green Africa,ILR,BEN,7,418,10,0
Dana Air,YOLA,PHC,2,418,23,1
Arik Air,ILR,ABV,18,212,30,0
Green Africa,ABV,YOLA,2,685,13,0
Overland Airways,LOS,LOK,5,1167,21,0
Dana Air,PHC,KAN,19,318,25,1
United Nigeria,LOS,JOS,13,470,21,0
Azman Air,JOS,LOS,1,1111,13,0
Ibom Air,LOS,YOLA,11,1320,1,0
United Nigeria,JOS,YOLA,15,1041,25,0
Green Africa,LOS,PHC,2,1270,11,0
United Nigeria,ILR,BEN,15,1223,21,0
Max Air,ILR,LOS,9,372,9,0
Aero Contractors,PHC,LOK,19,986,13,1
Azman Air,KAN,BAK,4,546,11,1
Max Air,BEN,PHC,12,436,27,0
United Nigeria,YOLA,BAK,11,1136,8,1
Arik Air,ILR,BAK,0,742,29,0
Aero Contractors,LOS,JOS,18,606,7,0
Azman Air,ABV,KAN,14,277,29,0
Azman Air,JOS,ILR,17,1369,27,0
Aero Contractors,KAN,JOS,15,211,28,0
Air Peace,LOK,BAK,9,1042,25,0
